id,index,name,variant,filename,audio_path,duration_sec,bpm,key,energy,loudness,duration,family,tags
001_Blissful_A,1,Blissful,A,001_Blissful.m4a,/assets/media/audio/001_Blissful.m4a,124.2,86.1,F,0.1671,-310.84,,,
002_Blissful_B,2,Blissful,B,002_Blissful.m4a,/assets/media/audio/002_Blissful.m4a,140.88,89.1,F,0.1179,-371.43,,,
003_Liberated_A,3,Liberated,A,003_Liberated.m4a,/assets/media/audio/003_Liberated.m4a,133.88,103.4,C#,0.1285,-356.47,,,
004_Liberated_B,4,Liberated,B,004_Liberated.m4a,/assets/media/audio/004_Liberated.m4a,140.8,89.1,C#,0.1523,-326.91,,,
005_Ecstatic_A,5,Ecstatic,A,005_Ecstatic.m4a,/assets/media/audio/005_Ecstatic.m4a,129.68,161.5,F#,0.1338,-349.35,,,
006_Ecstatic_B,6,Ecstatic,B,006_Ecstatic.m4a,/assets/media/audio/006_Ecstatic.m4a,84.0,161.5,G,0.1437,-337.02,,,
007_Triumphant_A,7,Triumphant,A,007_Triumphant.m4a,/assets/media/audio/007_Triumphant.m4a,120.0,89.1,F,0.1415,-339.73,,,
008_Triumphant_B,8,Triumphant,B,008_Triumphant.m4a,/assets/media/audio/008_Triumphant.m4a,179.68,86.1,Eb,0.1468,-333.28,,,
009_Jubilant_A,9,Jubilant,A,009_Jubilant.m4a,/assets/media/audio/009_Jubilant.m4a,94.92,99.4,Eb,0.1266,-358.97,,,
010_Jubilant_B,10,Jubilant,B,010_Jubilant.m4a,/assets/media/audio/010_Jubilant.m4a,119.88,99.4,F,0.1509,-328.5,,,
011_Effervescent_A,11,Effervescent,A,011_Effervescent.m4a,/assets/media/audio/011_Effervescent.m4a,56.04,89.1,A,0.1197,-368.82,,,
012_Effervescent_B,12,Effervescent,B,012_Effervescent.m4a,/assets/media/audio/012_Effervescent.m4a,105.32,89.1,D,0.1329,-350.62,,,
013_Radiant_A,13,Radiant,A,013_Radiant.m4a,/assets/media/audio/013_Radiant.m4a,122.08,80.7,Bb,0.1266,-359.02,,,
014_Radiant_B,14,Radiant,B,014_Radiant.m4a,/assets/media/audio/014_Radiant.m4a,182.04,86.1,A,0.1632,-314.86,,,
015_Exuberant_A,15,Exuberant,A,015_Exuberant.m4a,/assets/media/audio/015_Exuberant.m4a,104.92,99.4,B,0.1346,-348.44,,,
016_Exuberant_B,16,Exuberant,B,016_Exuberant.m4a,/assets/media/audio/016_Exuberant.m4a,104.96,99.4,E,0.1329,-350.64,,,
017_Joyful_A,17,Joyful,A,017_Joyful.m4a,/assets/media/audio/017_Joyful.m4a,120.84,89.1,A,0.1437,-336.97,,,
018_Joyful_B,18,Joyful,B,018_Joyful.m4a,/assets/media/audio/018_Joyful.m4a,128.8,161.5,F#,0.1276,-357.7,,,
019_Heartfelt_A,19,Heartfelt,A,019_Heartfelt.m4a,/assets/media/audio/019_Heartfelt.m4a,152.76,172.3,D,0.1226,-364.61,,,
020_Heartfelt_B,20,Heartfelt,B,020_Heartfelt.m4a,/assets/media/audio/020_Heartfelt.m4a,152.16,161.5,G,0.1143,-376.81,,,
021_Uplifting_A,21,Uplifting,A,021_Uplifting.m4a,/assets/media/audio/021_Uplifting.m4a,177.24,123.0,C,0.1261,-359.74,,,
022_Uplifting_B,22,Uplifting,B,022_Uplifting.m4a,/assets/media/audio/022_Uplifting.m4a,163.32,80.7,Bb,0.1233,-363.58,,,
023_Buoyant_A,23,Buoyant,A,023_Buoyant.m4a,/assets/media/audio/023_Buoyant.m4a,119.36,184.6,C,0.131,-353.07,,,
024_Buoyant_B,24,Buoyant,B,024_Buoyant.m4a,/assets/media/audio/024_Buoyant.m4a,155.96,92.3,G,0.1512,-328.13,,,
025_Affectionate_A,25,Affectionate,A,025_Affectionate.m4a,/assets/media/audio/025_Affectionate.m4a,130.84,161.5,Bb,0.155,-323.84,,,
026_Affectionate_B,26,Affectionate,B,026_Affectionate.m4a,/assets/media/audio/026_Affectionate.m4a,135.32,86.1,Ab,0.1188,-370.04,,,
027_Intimate_A,27,Intimate,A,027_Intimate.m4a,/assets/media/audio/027_Intimate.m4a,134.96,76.0,G,0.1634,-314.71,,,
028_Intimate_B,28,Intimate,B,028_Intimate.m4a,/assets/media/audio/028_Intimate.m4a,127.96,71.8,A,0.1285,-356.48,,,
029_Warm_A,29,Warm,A,029_Warm.m4a,/assets/media/audio/029_Warm.m4a,122.44,172.3,Eb,0.1393,-342.4,,,
030_Warm_B,30,Warm,B,030_Warm.m4a,/assets/media/audio/030_Warm.m4a,112.24,86.1,Bb,0.1368,-345.63,,,
031_Cheerful_A,31,Cheerful,A,031_Cheerful.m4a,/assets/media/audio/031_Cheerful.m4a,89.84,95.7,G,0.1449,-335.62,,,
032_Cheerful_B,32,Cheerful,B,032_Cheerful.m4a,/assets/media/audio/032_Cheerful.m4a,98.88,92.3,G,0.1183,-370.82,,,
033_Sincere_A,33,Sincere,A,033_Sincere.m4a,/assets/media/audio/033_Sincere.m4a,133.72,80.7,E,0.1496,-330.04,,,
034_Sincere_B,34,Sincere,B,034_Sincere.m4a,/assets/media/audio/034_Sincere.m4a,80.16,86.1,Ab,0.1062,-389.47,,,
035_Grateful_A,35,Grateful,A,035_Grateful.m4a,/assets/media/audio/035_Grateful.m4a,99.56,172.3,C,0.1383,-343.65,,,
036_Grateful_B,36,Grateful,B,036_Grateful.m4a,/assets/media/audio/036_Grateful.m4a,122.52,92.3,C,0.1224,-364.87,,,
037_Playful_A,37,Playful,A,037_Playful.m4a,/assets/media/audio/037_Playful.m4a,86.08,184.6,G,0.1161,-374.01,,,
038_Playful_B,38,Playful,B,038_Playful.m4a,/assets/media/audio/038_Playful.m4a,72.64,89.1,G,0.133,-350.43,,,
039_Gracious_A,39,Gracious,A,039_Gracious.m4a,/assets/media/audio/039_Gracious.m4a,153.64,89.1,A,0.1418,-339.35,,,
040_Gracious_B,40,Gracious,B,040_Gracious.m4a,/assets/media/audio/040_Gracious.m4a,151.6,89.1,D,0.1452,-335.22,,,
041_Comforting_A,41,Comforting,A,041_Comforting.m4a,/assets/media/audio/041_Comforting.m4a,114.0,117.5,Eb,0.1271,-358.36,,,
042_Comforting_B,42,Comforting,B,042_Comforting.m4a,/assets/media/audio/042_Comforting.m4a,121.88,129.2,Eb,0.1506,-328.92,,,
043_Hopeful_A,43,Hopeful,A,043_Hopeful.m4a,/assets/media/audio/043_Hopeful.m4a,101.16,89.1,C#,0.1058,-390.22,,,
044_Hopeful_B,44,Hopeful,B,044_Hopeful.m4a,/assets/media/audio/044_Hopeful.m4a,108.2,89.1,Bb,0.1086,-385.68,,,
045_Complacent_A,45,Complacent,A,045_Complacent.m4a,/assets/media/audio/045_Complacent.m4a,112.0,103.4,G,0.1244,-362.11,,,
046_Complacent_B,46,Complacent,B,046_Complacent.m4a,/assets/media/audio/046_Complacent.m4a,69.92,161.5,D,0.1173,-372.28,,,
047_Mellow_A,47,Mellow,A,047_Mellow.m4a,/assets/media/audio/047_Mellow.m4a,152.8,161.5,A,0.1357,-346.91,,,
048_Mellow_B,48,Mellow,B,048_Mellow.m4a,/assets/media/audio/048_Mellow.m4a,153.88,161.5,F,0.1606,-317.67,,,
049_At Ease_A,49,At Ease,A,049_At Ease.m4a,/assets/media/audio/049_At Ease.m4a,101.84,161.5,Bb,0.1311,-352.95,,,
050_At Ease_B,50,At Ease,B,050_At Ease.m4a,/assets/media/audio/050_At Ease.m4a,127.32,172.3,Bb,0.1825,-295.54,,,
051_Serene_A,51,Serene,A,051_Serene.m4a,/assets/media/audio/051_Serene.m4a,128.92,99.4,Bb,0.1659,-312.06,,,
052_Serene_B,52,Serene,B,052_Serene.m4a,/assets/media/audio/052_Serene.m4a,130.0,89.1,Bb,0.1621,-316.06,,,
053_Centered_A,53,Centered,A,053_Centered.m4a,/assets/media/audio/053_Centered.m4a,131.96,80.7,Ab,0.121,-366.92,,,
054_Centered_B,54,Centered,B,054_Centered.m4a,/assets/media/audio/054_Centered.m4a,127.72,152.0,C,0.1467,-333.38,,,
055_Anchored_A,55,Anchored,A,055_Anchored.m4a,/assets/media/audio/055_Anchored.m4a,164.88,152.0,F#,0.1198,-368.68,,,
056_Anchored_B,56,Anchored,B,056_Anchored.m4a,/assets/media/audio/056_Anchored.m4a,123.0,80.7,D,0.1194,-369.21,,,
057_Unflappable_A,57,Unflappable,A,057_Unflappable.m4a,/assets/media/audio/057_Unflappable.m4a,149.76,172.3,G,0.1329,-350.63,,,
058_Unflappable_B,58,Unflappable,B,058_Unflappable.m4a,/assets/media/audio/058_Unflappable.m4a,135.72,78.3,C,0.1382,-343.76,,,
059_Precise_A,59,Precise,A,059_Precise.m4a,/assets/media/audio/059_Precise.m4a,96.68,89.1,Bb,0.1397,-341.89,,,
060_Precise_B,60,Precise,B,060_Precise.m4a,/assets/media/audio/060_Precise.m4a,96.76,89.1,Bb,0.1196,-368.92,,,
061_Assured_A,61,Assured,A,061_Assured.m4a,/assets/media/audio/061_Assured.m4a,87.28,152.0,D,0.1274,-357.87,,,
062_Assured_B,62,Assured,B,062_Assured.m4a,/assets/media/audio/062_Assured.m4a,120.72,161.5,Ab,0.1545,-324.47,,,
063_Harmonious_A,63,Harmonious,A,063_Harmonious.m4a,/assets/media/audio/063_Harmonious.m4a,121.4,86.1,Ab,0.1222,-365.12,,,
064_Harmonious_B,64,Harmonious,B,064_Harmonious.m4a,/assets/media/audio/064_Harmonious.m4a,112.0,86.1,B,0.1428,-338.15,,,
065_Sheltered_A,65,Sheltered,A,065_Sheltered.m4a,/assets/media/audio/065_Sheltered.m4a,130.88,89.1,F,0.1073,-387.81,,,
066_Sheltered_B,66,Sheltered,B,066_Sheltered.m4a,/assets/media/audio/066_Sheltered.m4a,149.96,117.5,F#,0.1283,-356.77,,,
067_Trusting_A,67,Trusting,A,067_Trusting.m4a,/assets/media/audio/067_Trusting.m4a,104.32,86.1,Ab,0.1201,-368.14,,,
068_Trusting_B,68,Trusting,B,068_Trusting.m4a,/assets/media/audio/068_Trusting.m4a,116.12,86.1,G,0.1279,-357.28,,,
069_Connected_A,69,Connected,A,069_Connected.m4a,/assets/media/audio/069_Connected.m4a,120.0,161.5,G,0.17,-307.86,,,
070_Connected_B,70,Connected,B,070_Connected.m4a,/assets/media/audio/070_Connected.m4a,140.84,83.4,Bb,0.1403,-341.12,,,
071_Balanced_A,71,Balanced,A,071_Balanced.m4a,/assets/media/audio/071_Balanced.m4a,120.04,80.7,Bb,0.1244,-362.14,,,
072_Balanced_B,72,Balanced,B,072_Balanced.m4a,/assets/media/audio/072_Balanced.m4a,98.8,161.5,Ab,0.1036,-393.84,,,
073_Serene_A,73,Serene,A,073_Serene.m4a,/assets/media/audio/073_Serene.m4a,150.84,78.3,Ab,0.1632,-314.96,,,
074_Serene_B,74,Serene,B,074_Serene.m4a,/assets/media/audio/074_Serene.m4a,158.68,161.5,C,0.1498,-329.82,,,
075_Soothing_A,75,Soothing,A,075_Soothing.m4a,/assets/media/audio/075_Soothing.m4a,122.36,76.0,G,0.1452,-335.17,,,
076_Soothing_B,76,Soothing,B,076_Soothing.m4a,/assets/media/audio/076_Soothing.m4a,140.76,76.0,Ab,0.1791,-298.8,,,
077_Peaceful_A,77,Peaceful,A,077_Peaceful.m4a,/assets/media/audio/077_Peaceful.m4a,111.04,107.7,Bb,0.1351,-347.79,,,
078_Peaceful_B,78,Peaceful,B,078_Peaceful.m4a,/assets/media/audio/078_Peaceful.m4a,133.96,117.5,F#,0.1895,-288.92,,,
079_Reassured_A,79,Reassured,A,079_Reassured.m4a,/assets/media/audio/079_Reassured.m4a,132.28,172.3,Ab,0.1542,-324.79,,,
080_Reassured_B,80,Reassured,B,080_Reassured.m4a,/assets/media/audio/080_Reassured.m4a,128.28,161.5,Bb,0.1335,-349.84,,,
081_Cozy_A,81,Cozy,A,081_Cozy.m4a,/assets/media/audio/081_Cozy.m4a,69.04,161.5,Bb,0.1431,-337.8,,,
082_Cozy_B,82,Cozy,B,082_Cozy.m4a,/assets/media/audio/082_Cozy.m4a,92.84,86.1,C,0.1514,-327.91,,,
083_Nurturing_A,83,Nurturing,A,083_Nurturing.m4a,/assets/media/audio/083_Nurturing.m4a,153.08,152.0,D,0.116,-374.19,,,
084_Nurturing_B,84,Nurturing,B,084_Nurturing.m4a,/assets/media/audio/084_Nurturing.m4a,134.4,161.5,F#,0.152,-327.31,,,
085_Calm_A,85,Calm,A,085_Calm.m4a,/assets/media/audio/085_Calm.m4a,126.96,99.4,Eb,0.144,-336.63,,,
086_Calm_B,86,Calm,B,086_Calm.m4a,/assets/media/audio/086_Calm.m4a,127.72,117.5,F,0.1456,-334.76,,,
087_Satiated_A,87,Satiated,A,087_Satiated.m4a,/assets/media/audio/087_Satiated.m4a,89.88,80.7,F#,0.1383,-343.65,,,
088_Satiated_B,88,Satiated,B,088_Satiated.m4a,/assets/media/audio/088_Satiated.m4a,111.4,129.2,Eb,0.1472,-332.84,,,
089_Gentle_A,89,Gentle,A,089_Gentle.m4a,/assets/media/audio/089_Gentle.m4a,127.48,89.1,C#,0.1269,-358.58,,,
090_Gentle_B,90,Gentle,B,090_Gentle.m4a,/assets/media/audio/090_Gentle.m4a,153.32,89.1,E,0.134,-349.12,,,
091_Untroubled_A,91,Untroubled,A,091_Untroubled.m4a,/assets/media/audio/091_Untroubled.m4a,122.28,161.5,Ab,0.1897,-288.75,,,
092_Untroubled_B,92,Untroubled,B,092_Untroubled.m4a,/assets/media/audio/092_Untroubled.m4a,102.32,136.0,Bb,0.1507,-328.76,,,
093_Content_A,93,Content,A,093_Content.m4a,/assets/media/audio/093_Content.m4a,132.96,161.5,A,0.1348,-348.11,,,
094_Content_B,94,Content,B,094_Content.m4a,/assets/media/audio/094_Content.m4a,139.32,152.0,F,0.1425,-338.48,,,
095_Comfortable_A,95,Comfortable,A,095_Comfortable.m4a,/assets/media/audio/095_Comfortable.m4a,134.52,86.1,Eb,0.129,-355.7,,,
096_Comfortable_B,96,Comfortable,B,096_Comfortable.m4a,/assets/media/audio/096_Comfortable.m4a,125.04,83.4,F,0.1274,-357.93,,,
097_Paranoid_A,97,Paranoid,A,097_Paranoid.m4a,/assets/media/audio/097_Paranoid.m4a,91.28,86.1,F#,0.151,-328.43,,,
098_Paranoid_B,98,Paranoid,B,098_Paranoid.m4a,/assets/media/audio/098_Paranoid.m4a,70.24,112.3,G,0.1783,-299.52,,,
099_Alienated_A,99,Alienated,A,099_Alienated.m4a,/assets/media/audio/099_Alienated.m4a,120.72,86.1,C,0.1449,-335.62,,,
100_Alienated_B,100,Alienated,B,100_Alienated.m4a,/assets/media/audio/100_Alienated.m4a,127.96,89.1,Eb,0.1417,-339.4,,,
101_Disoriented_A,101,Disoriented,A,101_Disoriented.m4a,/assets/media/audio/101_Disoriented.m4a,120.08,161.5,A,0.1092,-384.78,,,
102_Disoriented_B,102,Disoriented,B,102_Disoriented.m4a,/assets/media/audio/102_Disoriented.m4a,117.32,172.3,G,0.1055,-390.72,,,
103_Fearful_A,103,Fearful,A,103_Fearful.m4a,/assets/media/audio/103_Fearful.m4a,138.08,172.3,Bb,0.1356,-347.14,,,
104_Fearful_B,104,Fearful,B,104_Fearful.m4a,/assets/media/audio/104_Fearful.m4a,129.96,92.3,Bb,0.1782,-299.67,,,
105_Hypnotic_A,105,Hypnotic,A,105_Hypnotic.m4a,/assets/media/audio/105_Hypnotic.m4a,114.76,99.4,Bb,0.1615,-316.76,,,
106_Hypnotic_B,106,Hypnotic,B,106_Hypnotic.m4a,/assets/media/audio/106_Hypnotic.m4a,194.96,95.7,G,0.1561,-322.65,,,
107_Haunting_A,107,Haunting,A,107_Haunting.m4a,/assets/media/audio/107_Haunting.m4a,103.0,129.2,Bb,0.1477,-332.23,,,
108_Haunting_B,108,Haunting,B,108_Haunting.m4a,/assets/media/audio/108_Haunting.m4a,122.96,80.7,F#,0.0977,-404.01,,,
109_Uncanny_A,109,Uncanny,A,109_Uncanny.m4a,/assets/media/audio/109_Uncanny.m4a,90.16,86.1,F,0.1735,-304.29,,,
110_Uncanny_B,110,Uncanny,B,110_Uncanny.m4a,/assets/media/audio/110_Uncanny.m4a,87.96,86.1,E,0.119,-369.84,,,
111_Eerie_A,111,Eerie,A,111_Eerie.m4a,/assets/media/audio/111_Eerie.m4a,132.84,95.7,F#,0.174,-303.81,,,
112_Eerie_B,112,Eerie,B,112_Eerie.m4a,/assets/media/audio/112_Eerie.m4a,128.12,89.1,F,0.1546,-324.31,,,
113_Shadowed_A,113,Shadowed,A,113_Shadowed.m4a,/assets/media/audio/113_Shadowed.m4a,126.84,89.1,C,0.1343,-348.72,,,
114_Shadowed_B,114,Shadowed,B,114_Shadowed.m4a,/assets/media/audio/114_Shadowed.m4a,106.68,117.5,Bb,0.1444,-336.18,,,
115_Dark_A,115,Dark,A,115_Dark.m4a,/assets/media/audio/115_Dark.m4a,137.0,129.2,Bb,0.1356,-347.04,,,
116_Dark_B,116,Dark,B,116_Dark.m4a,/assets/media/audio/116_Dark.m4a,119.88,117.5,C,0.1414,-339.85,,,
117_Ominous_A,117,Ominous,A,117_Ominous.m4a,/assets/media/audio/117_Ominous.m4a,172.64,112.3,Eb,0.2003,-279.28,,,
118_Ominous_B,118,Ominous,B,118_Ominous.m4a,/assets/media/audio/118_Ominous.m4a,175.4,107.7,F,0.1198,-368.67,,,
119_Foreboding_A,119,Foreboding,A,119_Foreboding.m4a,/assets/media/audio/119_Foreboding.m4a,160.12,86.1,F,0.1403,-341.12,,,
120_Foreboding_B,120,Foreboding,B,120_Foreboding.m4a,/assets/media/audio/120_Foreboding.m4a,138.08,89.1,E,0.1138,-377.5,,,
121_Suspenseful_A,121,Suspenseful,A,121_Suspenseful.m4a,/assets/media/audio/121_Suspenseful.m4a,118.96,89.1,F#,0.1436,-337.12,,,
122_Suspenseful_B,122,Suspenseful,B,122_Suspenseful.m4a,/assets/media/audio/122_Suspenseful.m4a,114.56,89.1,F#,0.1229,-364.17,,,
123_Creeping_A,123,Creeping,A,123_Creeping.m4a,/assets/media/audio/123_Creeping.m4a,143.48,136.0,Bb,0.1553,-323.54,,,
124_Creeping_B,124,Creeping,B,124_Creeping.m4a,/assets/media/audio/124_Creeping.m4a,113.0,117.5,F#,0.1375,-344.7,,,
125_Anxious_A,125,Anxious,A,125_Anxious.m4a,/assets/media/audio/125_Anxious.m4a,109.2,89.1,F,0.1471,-332.93,,,
126_Anxious_B,126,Anxious,B,126_Anxious.m4a,/assets/media/audio/126_Anxious.m4a,120.04,80.7,C#,0.12,-368.33,,,
127_Apprehensive_A,127,Apprehensive,A,127_Apprehensive.m4a,/assets/media/audio/127_Apprehensive.m4a,118.08,117.5,F,0.13,-354.42,,,
128_Apprehensive_B,128,Apprehensive,B,128_Apprehensive.m4a,/assets/media/audio/128_Apprehensive.m4a,124.04,123.0,F,0.131,-353.06,,,
129_Elusive_A,129,Elusive,A,129_Elusive.m4a,/assets/media/audio/129_Elusive.m4a,102.04,172.3,C,0.1234,-363.41,,,
