date,title,url,snippet,source,keyword_source,status,flags,score,tags,url_normalized
2025-08-12,Google Alert - Lofi,https://themusic.com.au/news/laguna-creative-empowerment-grime-nostalgia-sweetlips/DZGzAQADAgU/04-08-25,"=== News - 5 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://themusic.com.au/news/laguna-creative-empowerment-grime-nostalgia-sweetlips/dzgzaqadagu/04-08-25
2025-08-12,Google Alert - Lo-Fi,https://www.highsnobiety.com/p/havaianas-zellerfeld-3d-printed-flip-flop/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.highsnobiety.com/p/havaianas-zellerfeld-3d-printed-flip-flop/
2025-08-12,Google Alert - Lo-Fi,https://www.highsnobiety.com/p/havaianas-zellerfeld-3d-printed-flip-flop/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.highsnobiety.com/p/havaianas-zellerfeld-3d-printed-flip-flop/
2025-08-12,Google Alert - Lo-Fi,https://vocal.media/fyi/my-name-is-pink-why-tik-tok-s-opposite-trend-speaks-louder-than-you-think,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://vocal.media/fyi/my-name-is-pink-why-tik-tok-s-opposite-trend-speaks-louder-than-you-think
2025-08-12,Google Alert - Lo-Fi,https://ufo-network.com/2025/08/04/edm-trends-august-2025/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://ufo-network.com/2025/08/04/edm-trends-august-2025/
2025-08-12,Google Alert - Lo-Fi,https://www.brenhambanner.com/local-events/?_evDiscoveryPath=/event/107135091n-zenjii-tiny-table-concert-series,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.brenhambanner.com/local-events/?_evdiscoverypath=/event/107135091n-zenjii-tiny-table-concert-series
2025-08-12,Google Alert - Lo-Fi,https://www.techeblog.com/nucleo-reverb-nuclear-power-plant-guitar-pedal/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.techeblog.com/nucleo-reverb-nuclear-power-plant-guitar-pedal/
2025-08-12,Google Alert - Lo-Fi,https://www.favikon.com/blog/who-is-lily-ki-aka-lilypichu,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.favikon.com/blog/who-is-lily-ki-aka-lilypichu
2025-08-12,Google Alert - Lo-Fi,https://www.antimusic.com/p/25/0803d4vd_announces_withered_deluxe_marcescence_with_hannah_bahng_collab.shtml,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.antimusic.com/p/25/0803d4vd_announces_withered_deluxe_marcescence_with_hannah_bahng_collab.shtml
2025-08-12,Google Alert - Lo-Fi,https://www.watoday.com.au/goodfood/sydney-eating-out/euro-summer-comes-to-cronulla-with-athenian-wine-bar-homer-20250801-p5mjop.html?ref=rss&utm_medium=rss&utm_source=rss_feed,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.watoday.com.au/goodfood/sydney-eating-out/euro-summer-comes-to-cronulla-with-athenian-wine-bar-homer-20250801-p5mjop.html?ref=rss&utm_medium=rss&utm_source=rss_feed
2025-08-12,Google Alert - Lo-Fi,https://www.inkl.com/news/i-turned-my-fujifilm-x-t5-into-a-vlogging-camera-for-less-than-us-20,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.inkl.com/news/i-turned-my-fujifilm-x-t5-into-a-vlogging-camera-for-less-than-us-20
2025-08-12,Google Alert - Lo-Fi,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/
2025-08-12,Google Alert - Lo-Fi,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/
2025-08-12,Google Alert - Lo-Fi,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/
2025-08-12,Google Alert - Lo-Fi,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/
2025-08-12,Google Alert - Lo-Fi,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/
2025-08-12,Google Alert - Lo-Fi,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/
2025-08-12,Google Alert - Lo-Fi,https://www.dailydot.com/news/lofi-girl-graduated/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.dailydot.com/news/lofi-girl-graduated/
2025-08-12,Google Alert - Lo-Fi,https://www.dailydot.com/news/lofi-girl-graduated/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.dailydot.com/news/lofi-girl-graduated/
2025-08-12,Google Alert - Lo-Fi,https://www.treblezine.com/10-great-punk-albums-from-spring-summer-2025/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.treblezine.com/10-great-punk-albums-from-spring-summer-2025/
2025-08-12,Google Alert - Lo-Fi,https://echoesanddust.com/2025/08/duncan-park-path-to-the-gallows/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://echoesanddust.com/2025/08/duncan-park-path-to-the-gallows/
2025-08-12,Google Alert - Lo-Fi,https://www.gamespress.com/en-GB/Spirit-City-Lofi-Sessions-Announces-All-Aboard-Expansion-Release-Date,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.gamespress.com/en-gb/spirit-city-lofi-sessions-announces-all-aboard-expansion-release-date
2025-08-12,Google Alert - Lo-Fi,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html
2025-08-12,Google Alert - Lo-Fi,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html
2025-08-12,Google Alert - Lo-Fi,https://losalamosreporter.com/2025/08/04/tokyo-nights-anime-lounge-set-for-aug-9-at-sala-social-center/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://losalamosreporter.com/2025/08/04/tokyo-nights-anime-lounge-set-for-aug-9-at-sala-social-center/
2025-08-12,Google Alert - Lo-Fi,https://www.empireonline.com/movies/news/toxic-avenger-trailer-exclusive-troma-cult-hero/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.empireonline.com/movies/news/toxic-avenger-trailer-exclusive-troma-cult-hero/
2025-08-12,Google Alert - Lofi,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/
2025-08-12,Google Alert - Lofi,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/
2025-08-12,Google Alert - Lofi,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/
2025-08-12,Google Alert - Lofi,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/
2025-08-12,Google Alert - Lofi,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/
2025-08-12,Google Alert - Lofi,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/
2025-08-12,Google Alert - Lofi,https://www.dailydot.com/news/lofi-girl-graduated/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.dailydot.com/news/lofi-girl-graduated/
2025-08-12,Google Alert - Lofi,https://www.dailydot.com/news/lofi-girl-graduated/,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.dailydot.com/news/lofi-girl-graduated/
2025-08-12,Google Alert - Lofi,https://www.theage.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.theage.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html
2025-08-12,Google Alert - Lofi,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html
2025-08-12,Google Alert - Lofi,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,"=== News - 7 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html
2025-08-12,Google Alert - Lo-Fi,https://24hip-hop.com/aguynamed-chai-the-sound-of-vulnerability-with-swagger/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://24hip-hop.com/aguynamed-chai-the-sound-of-vulnerability-with-swagger/
2025-08-12,Google Alert - Lo-Fi,https://www.wkms.org/podcast/alien-lanes/2025-08-09/alien-lanes-august-8-2025,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.wkms.org/podcast/alien-lanes/2025-08-09/alien-lanes-august-8-2025
2025-08-12,Google Alert - Lo-Fi,https://faroutmagazine.co.uk/best-chrome-albums-of-all-time/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://faroutmagazine.co.uk/best-chrome-albums-of-all-time/
2025-08-12,Google Alert - Lo-Fi,https://rollingstoneindia.com/this-luxury-party-resort-is-as-much-about-slowing-down-as-it-is-about-iconic-ibiza-raves/amp/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://rollingstoneindia.com/this-luxury-party-resort-is-as-much-about-slowing-down-as-it-is-about-iconic-ibiza-raves/amp/
2025-08-12,Google Alert - Lo-Fi,https://www.vcreporter.com/local-events/?_evDiscoveryPath=/event/107198883n-logan-ellis-sheppard-seacoast-grace-sunday-service,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.vcreporter.com/local-events/?_evdiscoverypath=/event/107198883n-logan-ellis-sheppard-seacoast-grace-sunday-service
2025-08-12,Google Alert - Lo-Fi,https://www.irishstar.com/news/us-news/walmart-new-stores-popup-trucks-35700954,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.irishstar.com/news/us-news/walmart-new-stores-popup-trucks-35700954
2025-08-12,Google Alert - Lo-Fi,https://www.starburstmagazine.com/reviews/fly-you-fools-edinburgh-fringe/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.starburstmagazine.com/reviews/fly-you-fools-edinburgh-fringe/
2025-08-12,Google Alert - Lo-Fi,https://www.exmouthjournal.co.uk/local-events?_evDiscoveryPath=/event/1034279830n-the-bluetones,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.exmouthjournal.co.uk/local-events?_evdiscoverypath=/event/1034279830n-the-bluetones
2025-08-12,Google Alert - Lo-Fi,https://www.personcountylife.com/local-events/?_evDiscoveryPath=/event/107103245n-the-prof-fuzz-63,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.personcountylife.com/local-events/?_evdiscoverypath=/event/107103245n-the-prof-fuzz-63
2025-08-12,Google Alert - Lo-Fi,https://keithlovesmovies.com/2025/08/08/fantasia-fest-2025-obex-review/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://keithlovesmovies.com/2025/08/08/fantasia-fest-2025-obex-review/
2025-08-12,Google Alert - Lo-Fi,https://m.youtube.com/watch?v=J87SoygF34g&pp=0gcJCa0JAYcqIYzv,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://m.youtube.com/watch?v=j87soygf34g&pp=0gcjca0jaycqiyzv
2025-08-12,Google Alert - Lofi,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-AA1HM6vK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 2 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-aa1hm6vk?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1
2025-08-12,Google Alert - Lofi,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-AA1HM6vK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 2 new results for [Lofi] ===
",Google Alert,lofi,pending,,50,,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-aa1hm6vk?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1
2025-08-12,Google Alert - Lo-Fi,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-AA1HM6vK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-aa1hm6vk?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1
2025-08-12,Google Alert - Lo-Fi,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-AA1HM6vK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-aa1hm6vk?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1
2025-08-12,Google Alert - Lo-Fi,https://www.musicradar.com/music-tech/eventide-is-giving-away-a-killer-usd99-distortion-plugin-for-free,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.musicradar.com/music-tech/eventide-is-giving-away-a-killer-usd99-distortion-plugin-for-free
2025-08-12,Google Alert - Lo-Fi,https://www.theguardian.com/film/2025/aug/11/that-alien-sound-review-super-kooky-indie-comedy-puts-sound-wave-et-in-womans-body,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.theguardian.com/film/2025/aug/11/that-alien-sound-review-super-kooky-indie-comedy-puts-sound-wave-et-in-womans-body
2025-08-12,Google Alert - Lo-Fi,https://1428elm.com/going-viral-5-horror-movies-from-directors-who-got-their-start-on-youtube,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://1428elm.com/going-viral-5-horror-movies-from-directors-who-got-their-start-on-youtube
2025-08-12,Google Alert - Lo-Fi,https://www.merca20.com/what-are-walmarts-new-mobile-stores-like-well-tell-you/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.merca20.com/what-are-walmarts-new-mobile-stores-like-well-tell-you/
2025-08-12,Google Alert - Lo-Fi,https://nationaltechnology.co.uk/Walmart_launches_immersive_online_storefronts_to_capture_attention.php,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://nationaltechnology.co.uk/walmart_launches_immersive_online_storefronts_to_capture_attention.php
2025-08-12,Google Alert - Lo-Fi,https://retailtechinnovationhub.com/home/2025/8/10/walmart-sets-sights-on-gen-z-and-gen-alpha-as-retailer-introduces-new-immersive-online-storefronts,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://retailtechinnovationhub.com/home/2025/8/10/walmart-sets-sights-on-gen-z-and-gen-alpha-as-retailer-introduces-new-immersive-online-storefronts
2025-08-12,Google Alert - Lo-Fi,https://list.co.uk/event/jack-cheshire-404752?venue=The Sebright Arms,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://list.co.uk/event/jack-cheshire-404752?venue=the sebright arms
2025-08-12,Google Alert - Lo-Fi,https://geargods.net/news/buster-odeholm-bottles-his-vildhjarta-brutality-in-the-all-new-thall-amp-plugin/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://geargods.net/news/buster-odeholm-bottles-his-vildhjarta-brutality-in-the-all-new-thall-amp-plugin/
2025-08-12,Google Alert - Lo-Fi,https://www.thepitchkc.com/fantasia-fest-buffet-infinity-cobbles-together-found-footage-horror-from-retro-tv-ads/,"=== News - 10 new results for [Lo-Fi] ===
",Google Alert,lofi,pending,,70,#StudioRichCore,https://www.thepitchkc.com/fantasia-fest-buffet-infinity-cobbles-together-found-footage-horror-from-retro-tv-ads/
