date,title,url,snippet,source,keyword_source,status,flags
2025-08-12,Google Alert - Lo-Fi,https://www.distractify.com/p/who-runs-lofi-girl,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.arlnow.com/2025/07/31/aims-website-and-radio-station-go-dark-though-leaders-arent-sure-why/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-AA1JCnR4,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.newjerseystage.com/articles2/2025/07/31/echo-plum-releases-feels-like-home/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://crypto-economy.com/where-utility-meets-viral-firepower-moonbulls-next-big-crypto-moment-is-now-lofi-and-comedian-are-riding-the-surge/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://vocal.media/humans/lofi-girl-graduates-after-eight-years-of-eternal-studying,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://mezha.net/eng/bukvy/lofi-girl-has-graduated-the-story-and-impact-of-the-popular-youtube-channel/,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://inshorts.com/en/amp_news/youtube-s-study-streamer-lofi-girl-announces-her-graduation-after-7-years--1753974716297,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://thehustle.co/news/this-ai-device-lets-you-watch-your-dreams-as-lo-fi-movies,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.distractify.com/p/lofi-girl-graduated,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.msn.com/en-us/news/technology/youtubes-lofi-girl-graduates-after-studying-for-7-years/ar-AA1JCnR4,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.distractify.com/p/who-runs-lofi-girl,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://crypto-economy.com/where-utility-meets-viral-firepower-moonbulls-next-big-crypto-moment-is-now-lofi-and-comedian-are-riding-the-surge/,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://timesofindia.indiatimes.com/etimes/trending/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/articleshow/123051163.cms,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.channelnewsasia.com/trending/lofi-girl-graduates-after-8-years-done-studying-5271376,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.tubefilter.com/2025/08/01/roundup-faze-clan-banks-lofi-girl-blippi/amp/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.thelineofbestfit.com/tracks/hether-falling-for-the-feeling,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,http://www.msn.com/en-us/health/other/mother-of-flies-review-the-adams-officially-arrive-as-americas-next-great-lo-fi-horror-family/ar-AA1JKP81?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.socialketchup.in/pop-culture/lofi-girl-gradutated-9614325,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://m.imdb.com/fr/news/ni65408752/?ref_=nwc_art_perm,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-in/news/other/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/ar-AA1JKUzK,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://boingboing.net/2025/08/01/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes.html,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.indiewire.com/criticism/movies/mother-of-flies-review-1235142396/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.msn.com/en-us/music/news/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes/ar-AA1JJbf6,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.tcpalm.com/things-to-do/events/?_evDiscoveryPath=/event/107103499n-rohna-charleston-indie-night-at-lo-fi-brewing,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.wnyc.org/story/esha-tewari-at-bowery-ballroom/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://ca.news.yahoo.com/wasn-t-just-arctic-north-200000455.html,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.digitalcameraworld.com/photography/travel-photography/travellers-are-more-likely-to-trust-bad-photos-than-good-ones-survey-reveals,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://ca.news.yahoo.com/liam-neeson-ricky-gervais-clip-220000672.html,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://explosionnetwork.com/new-trailer-for-the-conjuring-last-rites-will-give-you-nightmares/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.newindianexpress.com/magazine/2025/Aug/03/infrared-is-hot-not-the-way-you-think,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.indiewire.com/features/podcast/screen-talk-mubi-the-naked-gun-paramount-1235142316/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.indiatoday.in/visualstories/education/5-science-backed-ways-to-improve-focus-and-concentration-253152-03-08-2025,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.msn.com/en-us/music/news/vinyl-lp-of-lo-fi-remixes-of-classic-konami-arcade-themes/ar-AA1JJbf6,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.ainvest.com/news/moonbull-gains-momentum-shiba-inu-lofi-lose-ground-2508/,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.msn.com/en-in/news/other/after-8-years-the-lo-fi-girl-has-finally-graduated-and-the-internet-is-nostalgic/ar-AA1JKUzK,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://folhadoes.com/44d4066ecdd/649ab627-5yx6BWlEVcY,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.ainvest.com/news/moonbull-attracts-attention-whitelist-offering-notcoin-volume-rises-98-lofi-holds-433-gains-2508/,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.tcpalm.com/things-to-do/events/?_evDiscoveryPath=/event/107103499n-rohna-charleston-indie-night-at-lo-fi-brewing,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.ainvest.com/news/moonbull-drives-hype-exclusive-whitelist-secret-rewards-2508/,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.youtube.com/watch?v=54irPK0AxyE,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,http://www.msn.com/en-us/entertainment/news/eastwest-sounds-at-plugin-week-2025-introducing-lo-fi-ancient-kingdom-plus-get-composercloud-for-its-lowest-price-ever/ar-AA1HGh9J?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://blockchainreporter.net/crypto-market-faces-short-term-bearish-momentum-with-rising-volatility/,=== News - 10 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.highsnobiety.com/p/havaianas-zellerfeld-3d-printed-flip-flop/,=== News - 5 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://crypto-economy.com/11-billion-tokens-burned-arctic-pablos-0-00062-price-nears-vanish-point-while-cheems-and-lofi-roar/,=== News - 5 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.thecryptoupdates.com/this-isnt-just-a-meme-4-top-new-meme-coins-to-buy-and-hold-for-long-term-right-meow/,=== News - 5 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.ainvest.com/news/troller-cat-meme-coin-surges-354-15-roi-presale-stage-16-2508/,=== News - 5 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://themusic.com.au/news/laguna-creative-empowerment-grime-nostalgia-sweetlips/DZGzAQADAgU/04-08-25,=== News - 5 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.highsnobiety.com/p/havaianas-zellerfeld-3d-printed-flip-flop/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://vocal.media/fyi/my-name-is-pink-why-tik-tok-s-opposite-trend-speaks-louder-than-you-think,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://ufo-network.com/2025/08/04/edm-trends-august-2025/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.brenhambanner.com/local-events/?_evDiscoveryPath=/event/107135091n-zenjii-tiny-table-concert-series,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.techeblog.com/nucleo-reverb-nuclear-power-plant-guitar-pedal/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.favikon.com/blog/who-is-lily-ki-aka-lilypichu,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.antimusic.com/p/25/0803d4vd_announces_withered_deluxe_marcescence_with_hannah_bahng_collab.shtml,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.watoday.com.au/goodfood/sydney-eating-out/euro-summer-comes-to-cronulla-with-athenian-wine-bar-homer-20250801-p5mjop.html?ref=rss&utm_medium=rss&utm_source=rss_feed,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.inkl.com/news/i-turned-my-fujifilm-x-t5-into-a-vlogging-camera-for-less-than-us-20,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://crypto-economy.com/11-billion-tokens-burned-arctic-pablos-0-00062-price-nears-vanish-point-while-cheems-and-lofi-roar/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.dailydot.com/news/lofi-girl-graduated/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.treblezine.com/10-great-punk-albums-from-spring-summer-2025/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://echoesanddust.com/2025/08/duncan-park-path-to-the-gallows/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.gamespress.com/en-GB/Spirit-City-Lofi-Sessions-Announces-All-Aboard-Expansion-Release-Date,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://losalamosreporter.com/2025/08/04/tokyo-nights-anime-lounge-set-for-aug-9-at-sala-social-center/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.empireonline.com/movies/news/toxic-avenger-trailer-exclusive-troma-cult-hero/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.forbes.com/sites/danidiplacido/2025/08/04/its-the-end-of-an-era-for-youtubes-lofi-girl/,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://v13.net/2025/08/i61-delivers-lo-fi-storytelling-with-soul-on-storytell-2/,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://inews.zoombangla.com/lofi-girl-graduates-viral-study-icon-ends-record-stream-after-7-years/,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.dailydot.com/news/lofi-girl-graduated/,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://crypto-economy.com/limited-access-in-this-1000x-crypto-moonbull-whitelist-filling-rapidly-as-dogwifhat-eyes-1-and-lofi-slips-lower/,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.theage.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.smh.com.au/goodfood/melbourne-eating-out/its-sibling-is-unmistakably-melbourne-but-does-harriot-have-the-same-pulling-power-20250801-p5mjm3.html,=== News - 7 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://24hip-hop.com/aguynamed-chai-the-sound-of-vulnerability-with-swagger/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.wkms.org/podcast/alien-lanes/2025-08-09/alien-lanes-august-8-2025,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://faroutmagazine.co.uk/best-chrome-albums-of-all-time/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://rollingstoneindia.com/this-luxury-party-resort-is-as-much-about-slowing-down-as-it-is-about-iconic-ibiza-raves/amp/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.vcreporter.com/local-events/?_evDiscoveryPath=/event/107198883n-logan-ellis-sheppard-seacoast-grace-sunday-service,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.irishstar.com/news/us-news/walmart-new-stores-popup-trucks-35700954,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.starburstmagazine.com/reviews/fly-you-fools-edinburgh-fringe/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.exmouthjournal.co.uk/local-events?_evDiscoveryPath=/event/1034279830n-the-bluetones,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.personcountylife.com/local-events/?_evDiscoveryPath=/event/107103245n-the-prof-fuzz-63,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://keithlovesmovies.com/2025/08/08/fantasia-fest-2025-obex-review/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://m.youtube.com/watch?v=J87SoygF34g&pp=0gcJCa0JAYcqIYzv,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.ainvest.com/news/moonbull-gains-momentum-top-crypto-watch-2025-2508/,=== News - 1 new result for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-AA1HM6vK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,=== News - 2 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lofi,https://www.ainvest.com/news/ethereum-news-today-moonbull-mobu-gains-momentum-meme-coin-market-surges-2508/,=== News - 2 new results for [Lofi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,http://www.msn.com/en-us/tv/news/disney-and-iam8bit-team-up-for-a-lo-fi-gravity-falls-vinyl/ar-AA1HM6vK?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.musicradar.com/music-tech/eventide-is-giving-away-a-killer-usd99-distortion-plugin-for-free,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.theguardian.com/film/2025/aug/11/that-alien-sound-review-super-kooky-indie-comedy-puts-sound-wave-et-in-womans-body,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://1428elm.com/going-viral-5-horror-movies-from-directors-who-got-their-start-on-youtube,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.merca20.com/what-are-walmarts-new-mobile-stores-like-well-tell-you/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://nationaltechnology.co.uk/Walmart_launches_immersive_online_storefronts_to_capture_attention.php,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://retailtechinnovationhub.com/home/2025/8/10/walmart-sets-sights-on-gen-z-and-gen-alpha-as-retailer-introduces-new-immersive-online-storefronts,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://list.co.uk/event/jack-cheshire-404752?venue=The Sebright Arms,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://geargods.net/news/buster-odeholm-bottles-his-vildhjarta-brutality-in-the-all-new-thall-amp-plugin/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-08-12,Google Alert - Lo-Fi,https://www.thepitchkc.com/fantasia-fest-buffet-infinity-cobbles-together-found-footage-horror-from-retro-tv-ads/,=== News - 10 new results for [Lo-Fi] ===,Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.yardbarker.com/video_games/articles/surreal_lo_fi_horror_experience_eclipsium_out_now_on_steam/s1_17458_42773395,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.gamegrin.com/news/spirit-city-lofi-sessions-revealed-2025-roadmap-and-beyond/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://guitar.com/features/the-cover/flawed-mangoes/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://bloody-disgusting.com/video-games/3902207/silent-hill-f-breathes-new-life-and-scares-into-the-series-review/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://newsroom.notified.com/news/377976/kodak-charmera-brings-big-nostalgia-in-a-pock,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://riffmagazine.com/festivals/portola-festival-lcd-soundsystem-20250920/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.cleveland.com/news/2025/09/singer-d4vd-cancels-multiple-tour-dates-amid-investigation-tied-to-tesla-case.html,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://weallwantsomeone.org/2025/09/21/pynch-how-you-love-someone/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.thexboxhub.com/why-tokyo-is-the-best-setting-for-the-new-coffee-talk-game/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.thewildcity.com/news/21329-crowded-but-compelling-mon-s-metamorphosis-combines-broken-beat-with-gritty-ambient-techno,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.capradio.org/articles/2025/09/22/forget-tiktok-these-rocklin-teens-would-rather-shred/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://idobi.com/news/artists-covering-i-miss-you-blink-182/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.kcrw.com/events/mac-demarco,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
