date,title,url,snippet,source,keyword_source,status,flags
2025-10-01,Google Alert - Lo-Fi,https://www.campaignlive.com/article/question-week-agency-execs-share-rhymes-advertising-history/1933259,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://completemusicupdate.com/cmu-selects-week-38-2025/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://guitar.com/reviews/effects-pedal/hands-on-walrus-mako-m1-mkii-review/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.insighttrendsworld.com/post/entertainment-pinkpantheress-live-the-pop-star-gen-z-needs,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.malaymail.com/amp/news/showbiz/2025/09/23/bi-entertains-2000-strong-crowd-in-kl-living-up-to-promise-of-having-them-not-regret-coming/192027,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.nst.com.my/lifestyle/groove/2025/09/1279352/showbiz-charming-jung-yong-hwa-thrills-fans-intimate-kl-concert,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.youtube.com/watch?v=mMCk0YL4rzM,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,"Google Alert - ""self-storage"" + ""New York City Council""",https://www.cityandstateny.com/power-lists/2025/09/2025-top-trade-associations/408223/,"=== News - 1 new result for [""self-storage"" + ""New York City Council""] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.wordplaymagazine.com/blog-1/2025/9/22/z6b6waukncyhxi9y7615adk3bovo4l,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.kcrw.com/events/mac-demarco,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://synthanatomy.com/2025/09/osc-audio-nostalgia-fx.html,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.bowenislandundercurrent.com/the-mix/music-review-geeses-getting-killed-is-the-inventive-brooklyn-bands-most-accessible-album-yet-11250164,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://music.mxdwn.com/2025/09/23/high-fidelity/album-review-bones-shredder-morbid-little-thing/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.manisteenews.com/entertainment/article/music-review-geese-s-getting-killed-is-the-21062984.php,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.newsday.com/entertainment/geese-cameron-winter-getting-killed-review-m64026,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.grimygoods.com/2025/09/22/new-music-from-independent-artists-deqn-sues-part-time-prince-is-a-twangy-bop/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://weallwantsomeone.org/2025/09/23/violet-ultraray-ride/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.syracuse.com/entertainment/2025/09/plainclothes-how-syracuse-became-the-backdrop-for-an-acclaimed-new-indie-film.html?outputType=amp,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://talkingbiznews.com/media-news/whats-the-strategy-behind-wireds-subscription-growth/amp/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.bam.org/film/2025/fluxx,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://synthanatomy.com/2025/09/osc-audio-nostalgia-fx.html,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://crypto-economy.com/catch-it-or-miss-out-moonbull-set-to-shine-in-2025-as-the-best-new-upcoming-crypto-presale-while-lofi-and-brett-keep-climbing/,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,"Google Alert - ""self-storage"" + ""New York City Council""",https://commercialobserver.com/2025/09/nyc-charter-revision-ballot-questions-housing-feature/,"=== News - 1 new result for [""self-storage"" + ""New York City Council""] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://vocal.media/beat/dre-dupuis-captures-diy-spirit-and-emotional-depth-on-lo-fi-indie-single-drift,"=== News - 3 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://geargods.net/news/beetronics-unleashes-the-beebeedee-analog-delay-a-swarm-of-classic-lo-fi-and-pitch-bending-chaos/,"=== News - 3 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://themusicuniverse.com/music-study-and-balance-how-students-can-stay-sharp-in-2025/,"=== News - 3 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.winnipegfreepress.com/arts-and-life/entertainment/movies/2025/09/25/local-filmmakers-lo-fi-feature-packs-a-punch,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://vocal.media/beat/dre-dupuis-captures-diy-spirit-and-emotional-depth-on-lo-fi-indie-single-drift,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://pethelpful.com/pet-news/lo-fi-cats-wait-patiently-bird-clock-to-chirp,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.stltoday.com/life-entertainment/local/art-theater/article_2eb951d0-36a0-4aff-bdb4-d12cfdda91da.html,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://geargods.net/news/beetronics-unleashes-the-beebeedee-analog-delay-a-swarm-of-classic-lo-fi-and-pitch-bending-chaos/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.exophase.com/game/lofi-chill-sessions-relax-island-psn-2/trophies/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.vogue.com/article/michelangelo-dying-cate-le-bon-interview,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.campaignlive.com/article/campaign-chemistry-breaking-enterings-geno-schellenberger-jack-westerkamp/1933611,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.metalblade.com/us/news/messa-italian-doom-metallers-unveil-video-for-reveal/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.thelineofbestfit.com/news/art-school-girlfriend-returns-with-new-single-l-y-a-t-t,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://daily.bandcamp.com/features/african-lofi-afro-soul-interview,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.kerrang.com/zetra-the-floor-eternal-dark-ambient-electronic-remix-debut-album-loathe-tour,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.treblezine.com/heartworms-glutton-for-punishment-review/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.youtube.com/watch?v=gewFPBnNbCk,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://thebluegrasssituation.com/read/fruit-bats-eric-d-johnson-loves-a-left-turn/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.radiotimes.com/technology/gaming/best-cosy-games/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://metalmagazine.eu/en/post/flirting-with-friendship-in-conversation-w-miranda-makaroff-and-pascal-moscheni,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.stereogum.com/2324173/olivia-o-thats-what-did-it-dont-make-me-cry/music/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://remezcla.com/lists/music/20-new-songs-to-listen-to-this-week-from-junior-zamora-to-la-cruz/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://vlada.mk/adebaayshop/esports/news/young-dirty-bastard-shinobi-interview,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://daily.bandcamp.com/features/african-lofi-afro-soul-interview,"=== News - 6 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.winnipegfreepress.com/arts-and-life/entertainment/movies/2025/09/25/local-filmmakers-lo-fi-feature-packs-a-punch,"=== News - 6 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.yahoo.com/lifestyle/articles/lo-fi-cats-wait-patiently-131200294.html,"=== News - 6 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.exophase.com/game/lofi-chill-sessions-relax-island-psn-2/trophies/,"=== News - 6 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.stltoday.com/life-entertainment/local/art-theater/article_2eb951d0-36a0-4aff-bdb4-d12cfdda91da.html,"=== News - 6 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://screen-connections.com/2025/09/25/scoobtober-2025-lineup-and-events/,"=== News - 6 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.digitalcameraworld.com/cameras/compact-cameras/compact-cameras-came-back-with-a-vengeance-but-the-next-trend-could-go-even-tinier-kodaks-keychain-cameras-mix-the-lo-fi-trend-with-even-more-portability,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.gamegrin.com/news/spirit-city-lofi-sessions-teased-one-of-the-upcoming-skins-from-the-incoming-halloween-update/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://floodmagazine.com/207711/automatic-is-it-now/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.youtube.com/watch?v=nyqfLyMqy5E,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.app.com/story/entertainment/music/2025/09/26/bruce-springsteen-movie-nebraska-count-basie-red-bank/86371879007/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://floodmagazine.com/207200/sydney-sprague-peak-experience-track-by-track/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.thenational.scot/local-events/?_evDiscoveryPath=/event/39446967t-imout-events-presents-the-joshua-hotel,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.winnipegfreepress.com/arts-and-life/entertainment/arts/2025/09/26/winnipeg-film-group-programmer-left-no-scrap-behind,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://music.mxdwn.com/2025/09/26/reviews/album-review-black-lips-season-of-the-peach/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://nypost.com/2025/09/26/ticket-sales/ricardo-arjona-lo-que-el-seco-no-dijo-tour-2026-where-to-buy-tickets-best-prices/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.gamegrin.com/news/spirit-city-lofi-sessions-teased-one-of-the-upcoming-skins-from-the-incoming-halloween-update/,"=== News - 4 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.animationmagazine.net/2025/09/wbd-kicks-off-scoobtober-2025-with-marathons-music-merch/,"=== News - 4 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.dbltap.com/features/ghost-of-yotei-watanabe-mode-samurai-champloo,"=== News - 4 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.coingabbar.com/en/crypto-sponsored/upcoming-crypto-moonbull-presale-meme-coin-to-watch,"=== News - 4 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.igamingtoday.com/lofi-the-yeti-slot-review/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://joyzine.org/2025/09/27/vinyl-ep-release-heather-the-jerk-very-motorcycle/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.battlecreekenquirer.com/things-to-do/events/?_evDiscoveryPath=/event/107359661n-advance-base,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://crypto-economy.com/moonbull-dominates-top-meme-coin-buzz-presale-rewards-skyrocket-with-95-apy-staking-while-bonk-and-lofi-hold-steady/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://northerntransmissions.com/146488-2/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.thatericalper.com/2025/09/26/weston-estate-release-new-single-cool-girl-following-summer-of-superbloom-highlights/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.sanfordherald.com/local-events/?_evDiscoveryPath=/event/107111089n-petite-league,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.chronicle-tribune.com/local-events/?_evDiscoveryPath=/event/1034631507n-the-brian-jonestown-massacre,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://egw.news/gaming/news/29776/dead-finger-dice-revives-the-witchers-dice-poker-w-im7r6_SSF,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://faroutmagazine.co.uk/introducing-rhizome-and-the-flavonoids/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.igamingtoday.com/lofi-the-yeti-slot-review/,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://crypto-economy.com/moonbull-dominates-top-meme-coin-buzz-presale-rewards-skyrocket-with-95-apy-staking-while-bonk-and-lofi-hold-steady/,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://vocal.media/beat/scoobtober-2025-gets-spooky-chill-with-lofi-album-featuring-the-hex-girls,"=== News - 5 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.msn.com/en-ca/entertainment/news/this-is-wild-trump-administration-s-embarrassing-lo-fi-beats-post-slammed/ar-AA1E8vq1?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 5 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://bleedingcool.com/games/little-corners-has-received-a-new-demo-on-steam/,"=== News - 5 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.igamingtoday.com/h2bet-and-atletico-mineiro-launch-campaign-with-lyanco-to-promote-official-team-jerseys/,"=== News - 5 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.igamingtoday.com/iec-reports-us36m-loss-in-fy25-despite-gaming-revenue-surge/,"=== News - 5 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.msn.com/en-ca/entertainment/news/this-is-wild-trump-administration-s-embarrassing-lo-fi-beats-post-slammed/ar-AA1E8vq1?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://vocal.media/beat/scoobtober-2025-gets-spooky-chill-with-lofi-album-featuring-the-hex-girls,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.theguardian.com/commentisfree/2025/sep/29/kamala-harris-memoir-election-campaign-democrats-deluded,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.kshe95.com/artist/202fd01a-9d28-4421-8631-4c806bbf1c5d,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.shatterthestandards.com/p/album-review-devotion-and-the-black,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,http://theartsdesk.com/new-music/art-loving-olivia-deans-vulnerable-and-intimate-second-album?amp,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.theguardian.com/film/2025/sep/29/power-station-review-solar-power-and-solidarity-on-a-walthamstow-street,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://edmidentity.com/2025/09/28/edmid-fall-frequencies-2025-raecola/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.app.com/story/entertainment/movies/2025/09/29/bruce-springsteen-movie-deliver-me-from-nowhere-nyff-nyc-premiere/86414861007/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://amateurphotographer.com/latest/photo-news/what-is-the-kodak-charmera-a-camera-with-just-1-6mp-of-resolution-taking-instagram-by-storm/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://glidemagazine.com/318041/listen-the-mothers-of-loverss-the-prince-is-pale-brings-lo-fi-warmth-to-soaring-psychedelia/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.yahoo.com/entertainment/tv/articles/emma-thompson-snarky-lo-fi-103739231.html,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.avclub.com/emma-thompson-down-cemetery-road-trailer,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://au.rollingstone.com/culture/culture-features/ghost-of-yotei-future-of-music-in-gaming-feature-84383/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://baylorlariat.com/2025/09/30/review-doja-cat-takes-on-new-form-in-vie/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.fox5ny.com/news/d4vd-14-year-old-remains-tesla-celeste-rivas-hernandez,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://glidemagazine.com/video/40-years-ago-today-tom-waits-releases-rain-dogs-album/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://statenews.com/article/2025/09/students-attend-renaissance-fair-on-union-lawn,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,http://knac.com/article.asp?ArticleID=55898,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.qobuz.com/us-en/magazine/story/2025/09/30/stereolab-off-the-record/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.polygon.com/messenger-abeto-free-browser-game/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://se7en.ws/messenger-a-chill-lo‑fi-browser-game-you-can-play-for-free-now/?lang=en,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.youtube.com/watch?v=bDhFDTQSOqQ,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.morningbrew.com/stories/spotify-ceo-step-down-2-new-co-ceos,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.famouscampaigns.com/2025/09/chatgpts-first-brand-campaign-skips-the-sci-fi-and-goes-straight-for-the-feels/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://floodmagazine.com/208002/the-coathangers-hurry-demo-first-listen/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://beebom.com/ghost-of-yotei-release-date-and-countdown/,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.tulsapeople.com/about-town/scenes-from-cuco-at-cains-ballroom/article_2d4c8a49-f04d-4c0a-9147-b7e8bf030f96.html,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.nst.com.my/lifestyle/groove/2025/10/1284791/showbiz-bis-last-parade-takes-winning-final-bow-kl,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lo-Fi,https://www.ibc.org/production/features/behind-the-scenes-bulk/22670,"=== News - 10 new results for [Lo-Fi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://www.polygon.com/messenger-abeto-free-browser-game/,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
2025-10-01,Google Alert - Lofi,https://patch.com/ohio/stow/patch-am-lofi-hangout-11-more-events-nodx-20251001,"=== News - 2 new results for [Lofi] ===",Google Alert,lofi,pending,
